N,P,K,plant,temp,humidity,ph,rainfall
38.0,37.0,38.0,Lidah Buaya,30.043350694407792,59.64695388815342,6.763629388014399,334.30757929810426
38.0,37.0,38.0,Lidah Buaya,29.96979881532645,59.852208199591914,6.746594272199774,314.2737432860929
38.0,37.0,38.0,Lidah Buaya,29.672199618756714,58.934105306989764,6.756301439174671,292.64590681198274
20.0,20.0,20.0,Lidah Buaya,32.59159298910885,65.07460052857542,7.4157521656329735,371.5867042874712
20.0,20.0,20.0,Lidah Buaya,32.55672201077781,65.06861008210964,7.390785518358623,366.74833277845767
20.0,20.0,20.0,Lidah Buaya,32.7234187877987,64.93082574387871,7.403302297239178,371.53871440270973
20.0,20.0,20.0,Lidah Buaya,32.3127969232919,64.8227168858716,7.3930377242914584,359.8302803158842
20.0,20.0,20.0,Lidah Buaya,32.68766723655688,65.26415946438196,7.414065909476067,383.35837673537264
20.0,20.0,20.0,Lidah Buaya,32.317568448527986,65.02077279318087,7.4374691357413685,380.7347396079194
20.0,20.0,20.0,Lidah Buaya,32.32192129052869,64.72860524074308,7.3970570655114045,381.32859184887724
20.0,20.0,20.0,Lidah Buaya,32.43746146274448,64.534344961945,7.425939076213508,380.86893242643436
20.0,20.0,20.0,Lidah Buaya,32.65080750456876,64.95403016947678,7.39575159068853,379.3168993540727
20.0,20.0,20.0,Lidah Buaya,32.48226750950622,64.97879416534218,7.438550234909357,360.2940244966332
55.0,55.0,55.0,Lidah Buaya,35.35523801244298,64.60512801574362,7.391899741832093,437.18667208441263
55.0,55.0,55.0,Lidah Buaya,34.78724370512954,65.23921914518496,7.400008486615874,457.9163537457481
55.0,55.0,55.0,Lidah Buaya,34.94231984802624,64.67100846347299,7.407931555459664,447.1354094915017
55.0,55.0,55.0,Lidah Buaya,35.16792891604908,65.08447452638012,7.386051224798402,471.062711812401
55.0,55.0,55.0,Lidah Buaya,35.19611911287688,64.72905487554017,7.4189302047786825,454.42244829338506
55.0,55.0,55.0,Lidah Buaya,34.9071298079466,64.92921539975163,7.397215775977414,498.8530543236195
55.0,55.0,55.0,Lidah Buaya,35.261430809084345,65.14032622596264,7.388863198445224,462.5402675324209
55.0,55.0,55.0,Lidah Buaya,35.0256175624183,65.13780379208274,7.423882621566214,436.4354600627098
55.0,55.0,55.0,Lidah Buaya,35.31435050493645,64.63262890424585,7.384239102527041,440.15084563604046
55.0,55.0,55.0,Lidah Buaya,35.24803199056087,65.0854276609943,7.420087759799593,448.2541910166758
38.0,37.0,38.0,Lidah Buaya,27.226137362042234,64.95373497644968,7.508245201093473,465.1346516243167
38.0,37.0,38.0,Lidah Buaya,27.457129522232147,64.60814141119168,7.512453232990336,440.20927183209045
38.0,37.0,38.0,Lidah Buaya,27.58140716725542,65.2421257070967,7.502159766060221,469.51714876805323
38.0,37.0,38.0,Lidah Buaya,26.897939354270065,65.2806214302584,7.488067338409788,474.98121283808473
38.0,37.0,38.0,Lidah Buaya,27.37800017826244,64.57274296679287,7.487134806890433,494.49824282400743
38.0,37.0,38.0,Lidah Buaya,27.8569926048478,64.98033082819535,7.5348312806622095,463.76328278221587
38.0,37.0,38.0,Lidah Buaya,27.80250476400279,64.79889447146176,7.518267503507606,448.59735043353936
38.0,37.0,38.0,Lidah Buaya,27.845849891990465,65.09541814566629,7.503071164173781,486.58614562339415
38.0,37.0,38.0,Lidah Buaya,27.615325082199774,65.23272891060306,7.496263787855581,459.24960443660495
38.0,37.0,38.0,Lidah Buaya,27.22619958800411,64.8928739861141,7.4903030166953535,467.43348113732156
100.0,200.0,200.0,Kemangi,19.771968056559608,97.7584459785885,6.254284017053919,77.32629608504763
100.0,200.0,200.0,Kemangi,19.90062415102213,96.95043843140155,6.274228262757118,77.15351922524718
100.0,200.0,200.0,Kemangi,19.476102149010217,96.3595168160865,6.2415120099933485,76.72825910265243
100.0,200.0,200.0,Kemangi,19.403087209914478,97.09051423429052,6.263722609559542,75.63068462106087
100.0,200.0,200.0,Kemangi,19.84670596641219,97.80770745805609,6.276195272428376,77.6052686922986
100.0,200.0,200.0,Kemangi,19.87492654550273,96.85538453725619,6.266388440109559,76.62016872997246
100.0,200.0,200.0,Kemangi,19.44189397124409,96.86097681509699,6.265102933934811,78.01821292783283
100.0,200.0,200.0,Kemangi,19.54206324393743,97.75262970923757,6.266238027257119,78.1889070545826
100.0,200.0,200.0,Kemangi,19.821896094310198,96.7678825200506,6.249583200899451,76.86870018420258
100.0,200.0,200.0,Kemangi,20.0008856650957,97.4814194124958,6.26794492146449,76.19553680995861
120.0,120.0,120.0,Kemangi,23.775290221227763,93.83929205580209,6.737666679347187,74.82446835972065
120.0,120.0,120.0,Kemangi,24.070386909323545,93.99807503529289,6.762728358552806,76.88927921160358
120.0,120.0,120.0,Kemangi,23.682929390712943,93.91036799840242,6.7721895019774685,79.1260207793505
120.0,120.0,120.0,Kemangi,23.981622287628237,93.69761706476032,6.760405175406334,79.79620093755169
120.0,120.0,120.0,Kemangi,24.214187250826342,93.14470814521286,6.732340167797794,79.12293891989576
120.0,120.0,120.0,Kemangi,24.071302800636907,93.73305209439106,6.746090222193995,79.07415868238972
120.0,120.0,120.0,Kemangi,23.826413887499413,93.97460944573302,6.723371440916455,77.92690125932546
120.0,120.0,120.0,Kemangi,24.191943236879716,93.33124806986427,6.779795974525014,80.09008960520612
120.0,120.0,120.0,Kemangi,24.023106819010277,94.08747637831789,6.743000987604008,77.91414186296682
120.0,120.0,120.0,Kemangi,23.789847181119153,93.1386958271527,6.730391181966932,81.11064729850169
110.0,160.0,160.0,Kemangi,22.58744660664108,92.45459438471168,5.992749647939491,78.83579617704986
110.0,160.0,160.0,Kemangi,22.591927642293264,92.68714134337364,6.003186373866496,78.18787433354466
110.0,160.0,160.0,Kemangi,22.607220201665346,92.45260625421992,5.990673526245356,78.77484669293501
110.0,160.0,160.0,Kemangi,22.51707587574571,91.65112063595423,5.993706586438687,79.7307061944983
110.0,160.0,160.0,Kemangi,22.60212715791566,92.25817754765261,5.964583745532433,73.86263755287085
110.0,160.0,160.0,Kemangi,22.530492008355925,91.69590132396004,5.9812024601364,76.62967477799651
110.0,160.0,160.0,Kemangi,22.08707009392851,91.43220653807177,5.992179904890869,78.33799372773456
110.0,160.0,160.0,Kemangi,22.768918519301465,91.95427957301627,6.025507539513131,77.89312624277927
110.0,160.0,160.0,Kemangi,22.496130764674668,92.51348519355493,5.978167983671897,78.50278911975515
110.0,160.0,160.0,Kemangi,22.318682779141497,92.49681511623996,5.99168551000691,78.81396227708814
50.0,200.0,300.0,Paprika,19.922375187127585,97.94684592143187,6.284684578955524,53.609091675467575
50.0,200.0,300.0,Paprika,19.98491832683152,98.08829885759192,6.238467190120115,56.38902571295989
50.0,200.0,300.0,Paprika,20.04004363141849,97.22652936286633,6.239880053999601,53.15862942556788
50.0,200.0,300.0,Paprika,19.62153783795806,97.40004097043428,6.275964515595738,53.12781711914852
50.0,200.0,300.0,Paprika,19.545379852686498,97.25507815607257,6.195445875240572,54.71018046546741
50.0,200.0,300.0,Paprika,19.67784216149011,97.15946556235178,6.2278973033917975,55.448444455553805
50.0,200.0,300.0,Paprika,20.05440869756939,98.0816628007831,6.238558659696674,52.89149690471455
50.0,200.0,300.0,Paprika,19.632501295424007,98.02414303746781,6.257380686930736,52.30047006196171
50.0,200.0,300.0,Paprika,19.431308177961164,96.82630227698766,6.232448730925274,54.476262405193374
50.0,200.0,300.0,Paprika,19.595952542547614,97.41025174078702,6.250130012585057,56.83834410138564
80.0,10.0,50.0,Paprika,23.820335845950545,92.84797950089688,6.487878271030818,53.179909700971656
80.0,10.0,50.0,Paprika,23.910394781872107,92.25677140078955,6.532672903781917,55.35537659811346
80.0,10.0,50.0,Paprika,24.301367373388196,92.68095041199176,6.51627404530639,53.084305384669676
80.0,10.0,50.0,Paprika,24.11596039734153,92.33400739831117,6.4927875247513045,53.1230389727169
80.0,10.0,50.0,Paprika,24.03293268779725,92.1648323224413,6.516557671800191,55.89000752076435
80.0,10.0,50.0,Paprika,23.941788932798516,92.42205324311124,6.493865597215158,53.70025961965879
80.0,10.0,50.0,Paprika,23.817343417705988,92.0945889129531,6.4999437556209045,54.199063212305305
80.0,10.0,50.0,Paprika,23.714075053695122,92.48769100525575,6.461440801487638,54.89974988681909
80.0,10.0,50.0,Paprika,23.89901294332972,92.42067572488818,6.490269967454526,56.558059760798095
80.0,10.0,50.0,Paprika,24.0806603451733,92.02895113169137,6.504325603593166,53.360243686852584
100.0,10.0,50.0,Paprika,27.02946506669147,92.82187041662222,6.914411720609552,52.619010157022025
100.0,10.0,50.0,Paprika,27.025158475416657,92.52005614406104,6.921859022301867,55.24072523707547
100.0,10.0,50.0,Paprika,26.63251390776415,91.39295767837744,6.8820897020815135,54.628015901632295
100.0,10.0,50.0,Paprika,26.82572726316132,92.67728706543087,6.870924489456176,57.12978552683541
100.0,10.0,50.0,Paprika,27.325826168008206,92.48865552013814,6.910367418017092,56.70843717261033
100.0,10.0,50.0,Paprika,26.700044687040638,93.00885764256857,6.956487165665722,56.58832482854341
100.0,10.0,50.0,Paprika,27.17035205319295,92.76659457124384,6.89790773553005,54.64048927619805
100.0,10.0,50.0,Paprika,27.036914336347607,92.99807286587321,6.942702351242015,53.452690602260624
100.0,10.0,50.0,Paprika,27.042136037097556,91.9280216019704,6.912806030939565,52.58704700783479
100.0,10.0,50.0,Paprika,27.115011094705878,92.58467522868713,6.907681543757514,55.15669413232363
60.0,10.0,50.0,Paprika,23.819273578098674,86.70036354653298,6.511751503042348,57.74190558102155
60.0,10.0,50.0,Paprika,23.702334016977417,86.171782903197,6.461040976933056,53.68600878339826
60.0,10.0,50.0,Paprika,24.022352007833607,86.95281004773517,6.512682470207549,52.999665530414255
60.0,10.0,50.0,Paprika,23.96119229989302,85.8847785109923,6.514518296317872,51.63100745141829
60.0,10.0,50.0,Paprika,24.083438160442824,86.82491854845327,6.5119309559344,50.43406327713205
60.0,10.0,50.0,Paprika,24.298584925461363,86.39615621716908,6.520125675931766,56.68258307837072
60.0,10.0,50.0,Paprika,24.06950062081777,87.31508180995802,6.514841667084264,56.27707081633971
60.0,10.0,50.0,Paprika,24.122189637291328,87.17927764412596,6.516917024735564,55.15505185843827
60.0,10.0,50.0,Paprika,24.03950496000372,86.62735444394093,6.5146778061814326,55.52443350136781
60.0,10.0,50.0,Paprika,23.761385124999094,86.77394347715048,6.497108241134926,57.91890782554443
40.0,10.0,50.0,Paprika,23.847102490288037,87.19926732637674,6.4772231158975355,55.2130940542716
40.0,10.0,50.0,Paprika,24.07765940128333,87.25755660317358,6.487927428579866,56.539610808076816
40.0,10.0,50.0,Paprika,23.894032359002786,87.2975721421839,6.470956981516013,55.00766445584264
40.0,10.0,50.0,Paprika,23.90155040334833,86.50662229376829,6.508164924422081,53.649336022266425
40.0,10.0,50.0,Paprika,24.21427509695061,86.80508178561566,6.485071318117376,53.63352104165511
40.0,10.0,50.0,Paprika,24.353531053946696,87.10183903864593,6.479194767079084,52.903366256808965
40.0,10.0,50.0,Paprika,24.36993563646624,86.46452835496797,6.498554011599177,53.49573154947121
40.0,10.0,50.0,Paprika,24.05008716811735,86.850702163077,6.479736260156836,54.27536711170824
40.0,10.0,50.0,Paprika,24.404682057888763,86.83342591075001,6.487142241897391,54.25350618392796
40.0,10.0,50.0,Paprika,23.66473535180296,87.04127311048634,6.472815273272326,53.04581000943935
66.0,48.0,100.0,Paprika,23.992463058671817,64.56666913872205,6.16242525182994,53.17313005133989
66.0,48.0,100.0,Paprika,24.02712388965761,65.19454992975804,6.156869082526107,54.083978149633936
66.0,48.0,100.0,Paprika,23.75984550047235,65.8958905670847,6.150176888203822,56.925882528782154
66.0,48.0,100.0,Paprika,23.799573687599462,64.97135876072103,6.155971645480445,56.20082466824681
66.0,48.0,100.0,Paprika,23.73127017243511,64.8099703137622,6.127514830737789,52.55118101299691
66.0,48.0,100.0,Paprika,24.097825875249377,64.74050445093005,6.1438756660938,54.68567719975524
66.0,48.0,100.0,Paprika,23.600495080174746,64.53344782152503,6.1264143665784285,54.46008511684164
66.0,48.0,100.0,Paprika,24.018321762948116,65.49179389993111,6.126390897206283,52.493431819585304
66.0,48.0,100.0,Paprika,23.932726859225756,65.8584171023504,6.1735514768976465,54.65539816473322
66.0,48.0,100.0,Paprika,23.961400765133515,64.72725210633975,6.109511110923799,54.786983326641824
66.0,48.0,100.0,Paprika,22.74938024257009,87.10085245267253,6.274466465907718,51.31731295763893
66.0,48.0,100.0,Paprika,22.733482667573092,85.9769888708958,6.256649266172266,53.77339776226156
66.0,48.0,100.0,Paprika,22.33379889211911,86.4726863119382,6.271719384615819,55.01666605350855
66.0,48.0,100.0,Paprika,22.538932520293113,86.87159944826877,6.26143573065762,52.00237780045467
66.0,48.0,100.0,Paprika,22.585453215620895,86.60475982386157,6.1962743404682,54.074552726297576
66.0,48.0,100.0,Paprika,22.694184336641065,86.21310647612633,6.251109028404443,56.66681219936186
66.0,48.0,100.0,Paprika,22.217781669124115,87.4498394224677,6.241775992139501,57.60857642094184
66.0,48.0,100.0,Paprika,22.37169860065796,87.11501175692757,6.227692671665208,54.71818536438851
66.0,48.0,100.0,Paprika,22.723844419700413,86.87252721541353,6.214170325500043,56.6091033231707
66.0,48.0,100.0,Paprika,22.190282657397542,86.3281629368693,6.238159108566073,54.018368431141425
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,28.851860245269457,83.04431053578895,5.498296023108627,182.62276268026935
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,28.965290213852747,82.28603166489424,5.512889150835357,181.71589040233584
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,29.25872345676772,83.40766044085018,5.517461408303534,182.40588697122834
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,28.63324888779026,82.0363188855784,5.530340492837146,180.8346274508523
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,28.894980325082294,82.4549913332749,5.541689050710916,182.93440275322652
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,28.955732673571433,83.30445415402266,5.517311346252537,181.03589022110614
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,28.93606675432112,82.26165258463537,5.485628840233474,186.5336940100286
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,29.039889561095094,83.2284206226251,5.497951858205602,181.93183506224082
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,29.096129554387314,82.55657491250025,5.508054982841864,182.45614284831234
99.01501272264632,89.64465648854963,114.72837150127228,Kumis Kucing,29.15012056753126,83.56351474776307,5.47650347791934,182.61573108502293
80.0,150.0,200.0,Tomat Ceri,30.682420473627936,92.44516855638786,6.244963440190981,500.0
80.0,150.0,200.0,Tomat Ceri,31.337326561512178,92.26826679148814,6.270387987425449,498.07273506232235
80.0,150.0,200.0,Tomat Ceri,30.850743288469637,91.95996483654469,6.196605462631289,465.786035896414
80.0,150.0,200.0,Tomat Ceri,30.79491000334307,91.80295916199569,6.252703547483737,500.0
80.0,150.0,200.0,Tomat Ceri,30.569615161938675,92.51592685967086,6.25605035737588,467.7213259898161
80.0,150.0,200.0,Tomat Ceri,30.760850819788658,91.78603210093345,6.288001075725205,470.8001865657758
80.0,150.0,200.0,Tomat Ceri,31.047645331762375,92.08010365121277,6.281664166520262,455.8555251335611
80.0,150.0,200.0,Tomat Ceri,30.677472629841624,92.04049952176007,6.252411071282802,467.78849110544877
80.0,150.0,200.0,Tomat Ceri,31.051761678137666,92.66424475013272,6.252564556544614,500.0
80.0,150.0,200.0,Tomat Ceri,30.87018481517503,92.33246106331575,6.238273588351513,479.00915573207595
130.0,200.0,420.0,Tomat Ceri,30.823818881482325,92.61886191730784,6.28411499504824,471.71730322875464
130.0,200.0,420.0,Tomat Ceri,30.76426206055363,92.8275857544144,6.198845671295952,476.98629837787115
130.0,200.0,420.0,Tomat Ceri,30.93774809107869,92.76854642173612,6.247806250003663,473.3437546647181
130.0,200.0,420.0,Tomat Ceri,30.600482175626677,92.12089913912051,6.25092614920513,459.1919146303505
130.0,200.0,420.0,Tomat Ceri,30.588825331325367,92.01971168546433,6.235159670760456,457.89049812370695
130.0,200.0,420.0,Tomat Ceri,31.104453826665008,92.81558305888356,6.201861770672801,483.8516243282781
130.0,200.0,420.0,Tomat Ceri,31.067205108773262,92.45725062431464,6.269979374343864,470.10181008752636
130.0,200.0,420.0,Tomat Ceri,31.01698744637367,92.41826318084061,6.229693575725456,482.1256549687586
130.0,200.0,420.0,Tomat Ceri,30.706776891746436,92.0636234024504,6.242860253890951,489.3942730509954
130.0,200.0,420.0,Tomat Ceri,30.904865367002856,92.15116230250689,6.2500259442633785,480.4345778583874
105.0,175.0,310.0,Tomat Ceri,21.077249885934606,72.82602932446326,6.490678672507254,500.0
105.0,175.0,310.0,Tomat Ceri,21.09727182638354,72.83713100973046,6.51054249912876,468.0557670807296
105.0,175.0,310.0,Tomat Ceri,20.88594345598998,72.59869231272864,6.522537814893745,449.41618481235713
105.0,175.0,310.0,Tomat Ceri,21.023920408987724,71.98735466860265,6.452121188450374,474.1920906276708
105.0,175.0,310.0,Tomat Ceri,20.80992571702943,72.5530000697433,6.446302536240698,478.07003116727185
105.0,175.0,310.0,Tomat Ceri,20.766445098309052,72.5948741420834,6.481955315318638,446.87783897627247
105.0,175.0,310.0,Tomat Ceri,21.114549754764468,72.33605448851742,6.492915788673069,475.49124853364816
105.0,175.0,310.0,Tomat Ceri,20.975848438839137,72.57386418062563,6.517323131748984,487.8364566659177
105.0,175.0,310.0,Tomat Ceri,20.934544538827794,73.07808424499929,6.501719794231996,472.81981812976176
105.0,175.0,310.0,Tomat Ceri,20.952885323165415,72.35934168140078,6.525755420183442,500.0
75.0,50.0,50.0,Jahe,27.587298946107744,79.57123589987742,6.2533207292295465,166.8943740646084
75.0,50.0,50.0,Jahe,27.61177742388695,79.90296634106446,6.252107678171553,165.44420769863484
75.0,50.0,50.0,Jahe,27.708804783840485,80.17495250075632,6.2487800968239355,166.50233994828702
75.0,50.0,50.0,Jahe,27.18021085579867,80.6311973516896,6.22756546874262,164.79387949981262
75.0,50.0,50.0,Jahe,27.419151436517062,80.1168711667843,6.2211527355617715,166.70069622019545
75.0,50.0,50.0,Jahe,27.372881850886547,79.79360991152869,6.2596928823161635,165.5766956061997
75.0,50.0,50.0,Jahe,27.42763796146677,80.01413752518977,6.270042804359921,168.31741290503297
75.0,50.0,50.0,Jahe,27.26486652462836,79.98692589640982,6.2366958865196995,165.32283749622368
75.0,50.0,50.0,Jahe,27.321274420921448,80.16721396854687,6.256654742176938,168.76000063682986
75.0,50.0,50.0,Jahe,27.276962184869888,79.98321913966934,6.225524654545815,166.69933297069588
75.0,50.0,50.0,Jahe,24.892357622623877,79.8479628294913,5.247486214881283,165.0079001964813
75.0,50.0,50.0,Jahe,25.086273057843652,80.2303196780583,5.2990135928209545,167.85952185740214
75.0,50.0,50.0,Jahe,24.847784546417678,81.17715171239414,5.269209029186181,165.8866169800732
75.0,50.0,50.0,Jahe,25.214749098906154,79.98592692304089,5.217231038642783,166.18044066286873
75.0,50.0,50.0,Jahe,24.926438410790624,79.95681838388754,5.2344015768797645,167.61745805698664
75.0,50.0,50.0,Jahe,24.84392863962595,80.4512757239876,5.22330374962318,166.5739180148978
75.0,50.0,50.0,Jahe,24.998458440481983,80.19209112739033,5.2780544589610905,165.54854003606576
75.0,50.0,50.0,Jahe,24.724621002868084,78.8385380915512,5.254607652108618,166.1153937945048
75.0,50.0,50.0,Jahe,24.753552278024756,80.00942769188322,5.293792843951573,167.29856325826742
75.0,50.0,50.0,Jahe,24.94912230760348,79.76556154642921,5.258542322641395,164.9976344178585
150.0,60.0,60.0,Sereh,27.294287759625835,82.44362771025172,6.533823851629416,198.9554850655202
150.0,60.0,60.0,Sereh,27.326189971435575,82.78421447550922,6.488869538387005,198.27406239225456
150.0,60.0,60.0,Sereh,27.643843658968414,81.96938771327817,6.4953625629378635,201.1490918673819
150.0,60.0,60.0,Sereh,27.696706635847576,82.68859637154,6.520745090606127,198.8507289115179
150.0,60.0,60.0,Sereh,27.53056641672584,82.9654374823108,6.520871764908467,200.57226424612145
150.0,60.0,60.0,Sereh,27.43371264020312,82.81220001089295,6.520840505533725,200.2059029094493
150.0,60.0,60.0,Sereh,27.385467340504686,82.26773395940177,6.521444685467273,200.14102634487713
150.0,60.0,60.0,Sereh,27.487139818490466,82.68355992454981,6.49628255843194,201.2345066853387
150.0,60.0,60.0,Sereh,27.70643014178018,82.14928831474685,6.516250831107655,200.92936689628596
150.0,60.0,60.0,Sereh,27.36303131475946,81.48558839297323,6.456613435118065,200.7211726530323
50.0,50.0,40.0,Sereh,25.19486484565291,81.6294405621154,6.005246016143177,187.06473361671632
50.0,50.0,40.0,Sereh,24.84519485135106,82.78026462808683,6.026257147198061,186.456345012328
50.0,50.0,40.0,Sereh,24.69951742616017,81.91550122716299,6.043822714605536,187.9319549867689
50.0,50.0,40.0,Sereh,24.944981581762818,82.44749485329473,5.996178302379232,188.25665754326306
50.0,50.0,40.0,Sereh,24.772004211261297,83.04923279381936,5.994173831851517,186.8846413997716
50.0,50.0,40.0,Sereh,24.76472892012283,82.26717570097114,6.018756983526554,186.9401423979193
50.0,50.0,40.0,Sereh,24.76417501171192,82.21009339852901,5.964327457068808,189.32592409163735
50.0,50.0,40.0,Sereh,25.125784233352512,82.19236069019658,6.020155790889896,187.92816635046992
50.0,50.0,40.0,Sereh,24.85939144680389,83.21182538823082,5.973220354625466,187.8992539141635
50.0,50.0,40.0,Sereh,25.154413811392246,82.4796549283373,5.951474580693457,187.70136620018926
20.0,50.0,40.0,Sereh,26.614793562266566,82.65783222172806,6.499037883244905,154.2081198609669
20.0,50.0,40.0,Sereh,26.33848201012796,82.83276506102204,6.484356387964777,154.33339335382962
20.0,50.0,40.0,Sereh,26.748817243223844,82.18901750125292,6.4676887952154765,153.11408356878408
20.0,50.0,40.0,Sereh,26.27972079866518,82.17586574577092,6.507457007972239,152.23322714480832
20.0,50.0,40.0,Sereh,26.91499792350498,83.35014758923384,6.461424326017932,153.87424556186906
20.0,50.0,40.0,Sereh,26.483808135621864,81.86192739662286,6.47685111322137,154.40608370700107
20.0,50.0,40.0,Sereh,26.43324677939718,82.12395104359007,6.446406610713007,154.57484773284565
20.0,50.0,40.0,Sereh,26.465012998419056,81.99748779959235,6.504632010461739,152.76034287857107
20.0,50.0,40.0,Sereh,26.28391323795114,83.15988216201482,6.488271254336768,155.19079821284564
20.0,50.0,40.0,Sereh,26.688346518336623,81.84709298827329,6.4782137439199,153.5687210222429
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.477838184159047,74.36504411210078,6.4904165909166345,80.56494415926262
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.43634386841302,75.3808057023154,6.530142331063231,79.37613100561062
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.419727787794397,75.0359489077976,6.5343217611892195,72.46016153769538
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.451205335702248,74.76506911968508,6.499288371353569,79.39886942153242
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.182509728944048,74.69606482870915,6.530706036466319,78.21770656982548
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.15876692174368,74.77230527526724,6.493740460140784,78.8582398039419
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.56278674015698,75.11756554996026,6.488085176258085,79.68751000332297
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.37007155212089,75.02371956328335,6.477421933259331,80.35745729189655
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.60170269684279,75.25942005842998,6.5242050325574485,79.17426493568858
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,26.159801420580834,74.49084138490149,6.49050590430857,79.46549149572093
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,24.085335347981413,68.91599363748811,6.032638084772254,77.12047431955607
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,23.670109528083145,69.92828423583103,5.9724386037601285,76.28572576350086
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,24.301399602574435,69.68119244919838,5.989579523716779,79.02859393614929
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,24.022827408861282,70.99113463442147,6.02353008067107,76.25573138252673
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,23.85129100900674,70.19434210742477,6.039775167722235,78.46887662776096
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,23.75847440906024,70.41787921163484,5.979867288778449,79.66469945813598
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,23.794431397216407,70.1958557908466,6.02734647030382,75.99952296512693
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,23.790014128162728,70.01674585057737,5.996633630480808,79.59443913328414
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,23.71611733479085,69.79402414525195,6.035121080132526,77.55466896822844
99.01501272264632,89.64465648854963,114.72837150127228,Daun Pandan,23.93535201777508,69.84071109363042,6.00672183790855,77.2333088311177
50.0,110.0,200.0,Kentang,12.331649534876435,93.17238064406884,5.999912459265449,51.96219416982461
50.0,110.0,200.0,Kentang,12.54344293440274,93.41820503454677,5.997334482628823,53.93512484929611
50.0,110.0,200.0,Kentang,12.487221792679513,92.23387434302242,6.028499534589684,53.12283658188056
50.0,110.0,200.0,Kentang,12.097328030386715,93.12478533018964,6.003150006962514,52.56981162985304
50.0,110.0,200.0,Kentang,12.493076966487441,93.67652686820058,6.015932924748409,55.35155487741206
50.0,110.0,200.0,Kentang,12.146904962732176,92.72102921704487,6.02007374288563,50.70238328543831
50.0,110.0,200.0,Kentang,12.27363338700407,92.45649240901932,5.962882880251569,54.89598273868622
50.0,110.0,200.0,Kentang,11.903571478034143,92.4913474328071,6.020794546033468,52.49433732423523
50.0,110.0,200.0,Kentang,12.34745887319899,93.23136704237425,6.007521616373473,53.54608193787479
50.0,110.0,200.0,Kentang,12.008972985034298,91.76705428323103,6.041805645315801,52.49132180208051
150.0,200.0,300.0,Kentang,12.283530831007575,92.55113200637574,5.991882824676114,53.305367752627774
150.0,200.0,300.0,Kentang,12.1251721413073,92.5177298987985,6.026623534379883,54.12612433213888
150.0,200.0,300.0,Kentang,12.53228907453709,92.45514476626181,6.031414074231541,52.718423772502426
150.0,200.0,300.0,Kentang,12.375211773232056,92.62905253106852,5.9615946473951436,51.20160260768003
150.0,200.0,300.0,Kentang,12.43539414805462,92.35425893006027,5.975929002925225,51.54210686217041
150.0,200.0,300.0,Kentang,12.223088681752587,92.38921679628876,5.9894202562913295,51.96315941803737
150.0,200.0,300.0,Kentang,12.257777250368658,92.1635732743847,6.035480656194533,52.4203902371685
150.0,200.0,300.0,Kentang,12.036959957696075,91.60642210711904,5.9980562843188014,51.884216497513854
150.0,200.0,300.0,Kentang,12.014095256829409,92.42525650727126,6.025787709580258,51.203944978763
150.0,200.0,300.0,Kentang,12.41021512962367,91.79976632289342,5.990435374427699,54.10638696588823
100.0,155.0,250.0,Kentang,16.90898058058528,92.385990524954,6.242572529411651,52.48926809793935
100.0,155.0,250.0,Kentang,16.5334504524113,92.49715955061342,6.222816592488034,51.945817782392595
100.0,155.0,250.0,Kentang,16.26174581028853,92.23614513003004,6.190806742018029,51.13627932966696
100.0,155.0,250.0,Kentang,16.183238739040796,91.47662613520797,6.2088332479599515,54.33764602974916
100.0,155.0,250.0,Kentang,16.060926765714964,92.19343807150513,6.236083883971997,55.64091816338898
100.0,155.0,250.0,Kentang,16.6282939350733,92.54942791931086,6.191925378834732,53.810689156055844
